"show_id","type","title","director","casts","country","date_added","release_year","rating","duration","listed_in","description"
s1467,Movie,The Minimalists: Less Is Now,"","",United States,"1-Jan-21",2021,TV-14,"54 min",Documentaries,They've built a movement out of minimalism. Longtime friends Joshua Fields Millburn and Ryan Nicodemus share how our lives can be better with less.
s1510,Movie,"Ariana grande: excuse me, i love you",Paul Dugdale,Ariana Grande,United States,"21-Dec-20",2020,TV-MA,"98 min","Documentaries, Music & Musicals",Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.
s1519,Movie,Ma Rainey's Black Bottom: A Legacy Brought to Screen,"","Glynn Turman, Denzel Washington, George C. Wolfe, Branford Marsalis, Viola Davis, Imani Perry, Michael Potts, Coleman Domingo, Constanza Romero, August Wilson, Todd Black, Dusan Brown, Taylour Paige, Ann Roth, Chadwick Boseman","","18-Dec-20",2020,TV-PG,"32 min","Documentaries, Music & Musicals","Viola Davis, Denzel Washington, George C. Wolfe and more share the heart, soul and history that brought August Wilson’s timeless play to the screen."
s1559,Movie,Giving Voice,"James D. Stern, Fernando Villena","Viola Davis, Denzel Washington, Stephen Henderson, Freedom Martin, Nia Sarfo, Cody Merridith, Gerardo Navarro, Aaron Guy, Callie Holley",United States,"11-Dec-20",2020,PG-13,"91 min",Documentaries,"Six ambitious student actors audition for the prestigious August Wilson Monologue Competition, culminating in a riveting final round on Broadway."
s1576,Movie,André & his olive tree,Josiah Ng,André Chiang,Singapore,"8-Dec-20",2020,TV-PG,"104 min","Documentaries, International Movies","As he prepares to close his restaurant, Michelin-starred Chef André Chiang embarks on a personal and emotional journey of reflection."
s1578,Movie,Emicida: AmarElo - It’s All For Yesterday,"",Emicida,Brazil,"8-Dec-20",2020,TV-MA,"90 min","Documentaries, International Movies, Music & Musicals","Between scenes from his concert in São Paulo's Theatro Municipal, rapper and activist Emicida celebrates the rich legacy of Black Brazilian culture."
s1637,Movie,Dance Dreams: Hot Chocolate Nutcracker,Oliver Bokelberg,Debbie Allen,United States,"27-Nov-20",2020,TV-PG,"81 min","Children & Family Movies, Documentaries","This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker."""
s1661,Movie,Shawn Mendes: In Wonder,Grant Singer,Shawn Mendes,United States,"23-Nov-20",2020,TV-MA,"83 min","Documentaries, Music & Musicals","Over the course of a world tour, this unguarded documentary follows Shawn Mendes as he opens up about his stardom, relationships and musical future."
s1691,Movie,Whose Streets?,"Sabaah Folayan, Damon Davis","",United States,"16-Nov-20",2017,R,"102 min",Documentaries,"Powered by activists and leaders, this documentary follows the rise of the Black Lives Matter movement following the 2014 killing of Michael Brown."
s6763,Movie,Fishtail,Andrew Renzi,Harry Dean Stanton,United States,"1-Oct-18",2015,NR,"61 min",Documentaries,Harry Dean Stanton narrates this documentary that follows two modern-day cowboys as they welcome new calves at Montana's Fishtail Basin Ranch.
s1705,Movie,The Beginning of Life 2: Outside,Renata Terra,"",Brazil,"13-Nov-20",2020,TV-PG,"92 min","Documentaries, International Movies","As urbanization expands throughout society, this documentary discusses the value of finding ways for children to forge real connections with nature."
s1720,Movie,We Are All For The Fatherland,"","","Lebanon, Canada, France","11-Nov-20",1979,TV-14,"74 min","Documentaries, International Movies","After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South."
s1963,Movie,A Love Song for Latasha,Sophia Nahli Allison,"",United States,"21-Sep-20",2020,TV-PG,"20 min",Documentaries,The killing of Latasha Harlins became a flashpoint for the 1992 LA uprising. This documentary evocatively explores the 15-year-old's life and dreams.
s1745,Movie,The Beginning of Life,Estela Renner,"","","3-Nov-20",2016,TV-PG,"96 min","Documentaries, International Movies","Scientists, advocates and parents around the world explore how carefully tending to kids' earliest needs can shape the course of human society."
s1746,Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,"","Guillermo del Toro, Alfonso Cuarón","","3-Nov-20",2020,TV-PG,"15 min",Documentaries,"Guillermo del Toro and Alfonso Cuarón discuss fellow Mexican director Fernando Frías de la Parra's award-winning film ""I'm No Longer Here."""
s1790,Movie,Secrets of the Saqqara Tomb,James Tovell,"",United States,"28-Oct-20",2020,TV-PG,"114 min",Documentaries,"After unearthing a tomb that had been untouched for 4,400 years, Egyptian archaeologists attempt to decipher the history of the extraordinary find."
s1793,Movie,Guillermo Vilas: Settling the Score,Matías Gueilburt,"",Argentina,"27-Oct-20",2020,TV-14,"95 min","Documentaries, International Movies, Sports Movies","An Argentine journalist strives to prove that his countryman, tennis star Guillermo Vilas, was wrongly denied the No. 1 world ranking in the 1970s."
s1806,Movie,Bending the Arc,"Kief Davidson, Pedro Kos","",United States,"22-Oct-20",2017,TV-MA,"102 min",Documentaries,This documentary follows a group of ambitious advocates whose mission to save lives in Haiti turns into a global fight for health care and justice.
s1813,Movie,Brave Blue World: Racing to Solve Our Water Crisis,Tim Neeves,"Liam Neeson, Matt Damon, Jaden Smith","Canada, United Kingdom","21-Oct-20",2020,TV-PG,"51 min","Documentaries, International Movies","From reuse to energy generation, new innovations across five continents are explored in this documentary about building a future for sustainable water."
s1821,Movie,Heritages,Philippe Aractingi,"Philippe Aractingi, Diane Aractingi","Lebanon, United Arab Emirates, France, Switzerland, Germany","19-Oct-20",2014,TV-14,"96 min","Documentaries, International Movies","After being forced to leave his country three times, a Lebanese film director traces his roots and analyzes key moments of the nation's history."
s1824,Movie,Panoptic,Rana Eid,Rana Eid,Lebanon,"19-Oct-20",2017,TV-MA,"69 min","Documentaries, International Movies",This documentary dissects Lebanon's present-day paradoxes stemming from years of conflict as the director attempts to reconcile with her nation's past.
s6790,Movie,Forks Over Knives,Lee Fulkerson,"",United States,"3-Oct-19",2011,PG,"96 min",Documentaries,"According to the research of two food scientists, the popularity of processed foods has led to epidemic rates of obesity, diabetes and other diseases."
s1832,Movie,Whispers,Maroun Baghdadi,"Nadia Tueni, Ziad Rahbani","Lebanon, Canada, France","19-Oct-20",1980,TV-14,"93 min","Documentaries, International Movies","With her home devastated by war, a Lebanese poet takes a cross-country road trip, looking for glimmers of hope through nostalgic memories and verse."
s1854,Movie,Rooting for Roona,"Pavitra Chalam, Akshay Shankar","",India,"15-Oct-20",2020,TV-PG,"42 min","Documentaries, International Movies","In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey."
s1857,Movie,BLACKPINK: Light Up the Sky,Caroline Suh,Blackpink,United States,"14-Oct-20",2020,TV-14,"80 min","Documentaries, Music & Musicals",Record-shattering Korean girl band BLACKPINK tell their story — and detail the hard-fought journey of the dreams and trials behind their meteoric rise.
s1858,Movie,The Three Deaths of Marisela Escobedo,Carlos Pérez Osorio,"",Mexico,"14-Oct-20",2020,TV-MA,"110 min","Documentaries, International Movies",This documentary examines a mother's tireless crusade to jail her daughter's murderer after Mexico's justice system failed to do so.
s1875,Movie,Bigflo & Oli: Hip Hop Frenzy,"Bigflo & Oli, Jérémie Levypon",Bigflo & Oli,France,"8-Oct-20",2020,TV-MA,"100 min","Documentaries, International Movies, Music & Musicals","Go backstage with French rap duo Bigflo & Oli in this intimate music documentary, then join the superstar siblings as they embark on a major tour."
s1887,Movie,David Attenborough: A Life on Our Planet,"Alastair Fothergill, Jonnie Hughes, Keith Scholey",David Attenborough,"United States, United Kingdom","4-Oct-20",2020,PG,"84 min",Documentaries,"A broadcaster recounts his life, and the evolutionary history of life on Earth, to grieve the loss of wild places and offer a vision for the future."
s1888,Movie,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",Amy Segal,"Daniel Levy, Eugene Levy, Catherine O'Hara, Annie Murphy, Chris Elliott, Emily Hampshire, Sarah Levy, Jennifer Robertson, Noah Reid, Dustin Milligan, Karen Robinson, Rizwan Manji",Canada,"3-Oct-20",2020,TV-MA,"44 min","Documentaries, LGBTQ Movies","From unseen footage to the last table read, this documentary takes an inside look at the final season of the acclaimed comedy series ""Schitt's Creek."""
s1905,Movie,Carlos Almaraz: Playing with Fire,"Elsa Flores Almaraz, Richard J Montoya","Edward James Olmos, Zach De La Rocha",United States,"1-Oct-20",2019,TV-14,"83 min","Documentaries, LGBTQ Movies","Mixing archival footage with interviews, this film celebrates one of Los Angeles's most influential painters and Chicano art activists from the 1970s."
s1912,Movie,Human Nature,Adam Bolt,"",United States,"1-Oct-20",2019,TV-14,"95 min",Documentaries,"From breakthrough science to the boundaries of morality, this documentary spotlights a revelation in genetic modification research known as CRISPR."
s1914,Movie,I'm Leaving Now,"Lindsey Cordero, Armando Croda","","United States, Mexico","1-Oct-20",2019,TV-MA,"75 min","Documentaries, International Movies","In this evocative documentary, an undocumented immigrant plans to return to Mexico after 16 years but his family tells him he needs to stay in the US."
s1917,Movie,Rize,David LaChapelle,"Tommy the Clown, Tight Eyez","United States, United Kingdom","1-Oct-20",2005,PG-13,"87 min","Documentaries, Music & Musicals","This documentary explores ""krumping,"" a fast-paced urban dance, and follows the man that originated the phenomenon in South Central Los Angeles."
s1927,Movie,American Murder: The Family Next Door,Jenny Popplewell,"",United States,"30-Sep-20",2020,TV-MA,"84 min",Documentaries,"Using raw, firsthand footage, this documentary examines the disappearance of Shanann Watts and her children, and the terrible events that followed."
s1933,Movie,The Boys in the Band: Something Personal,"","Jim Parsons, Zachary Quinto, Matt Bomer, Andrew Rannells, Charlie Carver, Robin de Jesús, Brian Hutchison, Michael Benjamin Washington, Tuc Watkins, Joe Mantello, Ned Martel, Mart Crowley",United States,"30-Sep-20",2020,TV-MA,"28 min","Documentaries, LGBTQ Movies","Decades after his play first put gay life center stage, Mart Crowley joins the cast and crew of the 2020 film to reflect on the story's enduring legacy."
s1935,Movie,Bully,Lee Hirsch,"",United States,"29-Sep-20",2012,PG-13,"98 min",Documentaries,This eye-opening documentary tracks the stories of five different families whose children are struggling to defend themselves from school bullies.
s1938,Movie,Amandla! A Revolution in Four Part Harmony,Lee Hirsch,"Miriam Makeba, Hugh Masekela, Abdullah Ibrahim, Duma Ka Ndlovu, Sibongile Khumalo, Vusi Mahlasela, Thandi Modise, Sifiso Ntuli, Sibusiso Nxumalo, Dolly Rathebe, Lindiwe Zulu","South Africa, United States","28-Sep-20",2002,PG-13,"103 min","Documentaries, International Movies, Music & Musicals",This documentary recounts the fascinating and little-known role that music has played in the struggle to eradicate apartheid in South Africa.
s1957,Movie,Zulu Man in Japan,"",Nasty C,"","25-Sep-20",2019,TV-MA,"44 min","Documentaries, International Movies, Music & Musicals","In this documentary, South African rapper Nasty C hits the stage and streets of Tokyo, introducing himself to the city's sights, sounds and culture."
s1961,Movie,Kiss the Ground,"Joshua Tickell, Rebecca Harrell Tickell",Woody Harrelson,United States,"22-Sep-20",2020,TV-G,"85 min",Documentaries,Science experts and celebrity activists unpack the ways in which the earth's soil may be the key to combating climate change and preserving the planet.
s1985,Movie,GIMS: On the Record,Florent Bodin,Maître Gims,France,"17-Sep-20",2020,TV-MA,"96 min","Documentaries, International Movies, Music & Musicals",Go backstage with beloved rap superstar Gims in the year leading up to his major 2019 Stade de France performance in this up-close documentary.
s2000,Movie,Hope Frozen: A Quest to Live Twice,Pailin Wedel,"","Thailand, United States","15-Sep-20",2020,TV-PG,"80 min","Documentaries, International Movies","A Thai scientist and his family decide to cryonically freeze their cherished, dying toddler. This heartfelt documentary follows their journey."
s2036,Movie,The Social Dilemma,Jeff Orlowski,"Skyler Gisondo, Kara Hayward, Vincent Kartheiser",United States,"9-Sep-20",2020,PG-13,"94 min",Documentaries,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations."
s2039,Movie,My Octopus Teacher,"Pippa Ehrlich, James Reed","",South Africa,"7-Sep-20",2020,TV-G,"86 min","Children & Family Movies, Documentaries, International Movies","A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world."
